code,level,state,partisan_lean,gcb,environment,demo_env_adj,pres_2024_margin,trump_approve,trump_disapprove,trump_net,demo_approval_adj,white_pct,black_pct,hispanic_pct,asian_pct,native_pct,pacific_pct
AZ-05,district,AZ,-19.54,5.41,-14.52,-0.39,-20.19,47.4,49.3,-1.9,0.0,70.0,4.5,15.3,7.2,2.5,0.5
AZ-06,district,AZ,-0.62,5.41,5.0,0.21,-0.76,39.1,57.7,-18.6,-0.6,66.6,4.3,21.1,4.3,3.2,0.5
AZ-07,district,AZ,25.31,5.41,34.45,3.72,22.39,25.7,71.0,-45.3,-5.2,32.1,4.8,54.1,2.9,5.7,0.4
AZ-08,district,AZ,-16.0,5.41,-10.68,-0.09,-16.48,45.8,51.0,-5.2,-0.2,68.2,5.3,18.0,5.3,2.9,0.4
AZ-09,district,AZ,-30.21,5.41,-24.1,0.71,-31.34,51.4,45.4,6.0,-1.2,61.6,5.2,25.5,3.4,3.7,0.5
CA-01,district,CA,13.97,5.41,19.6,0.23,12.63,32.7,64.1,-31.4,-1.0,63.8,2.5,22.6,4.8,5.5,0.7
CA-02,district,CA,26.43,5.41,30.99,-0.85,25.45,28.0,68.7,-40.7,0.3,72.6,2.5,13.0,5.5,5.8,0.6
CA-03,district,CA,11.4,5.41,16.55,-0.26,10.55,34.0,62.7,-28.7,-0.5,60.3,6.6,16.3,12.4,3.4,1.1
CA-04,district,CA,16.77,5.41,22.96,0.78,14.96,31.0,65.8,-34.8,-2.0,53.7,3.1,27.0,11.4,4.0,0.7
CA-05,district,CA,-19.75,5.41,-13.78,0.55,-21.2,46.8,50.0,-3.3,-1.5,58.5,3.2,25.1,7.6,4.7,0.9
CA-06,district,CA,9.83,5.41,15.36,0.12,8.67,34.4,62.3,-27.9,-1.1,53.3,8.2,19.4,14.1,3.6,1.4
CA-07,district,CA,15.12,5.41,20.8,0.27,13.26,31.8,64.9,-33.1,-1.7,42.8,9.9,20.2,21.9,3.3,1.9
CA-08,district,CA,37.61,5.41,44.19,1.17,35.19,21.9,74.8,-52.9,-2.4,32.4,15.1,27.1,20.5,3.4,1.4
CA-09,district,CA,15.48,5.41,22.63,1.74,11.8,30.8,65.9,-35.1,-3.4,28.0,12.6,33.1,21.2,3.6,1.5
CA-10,district,CA,36.05,5.41,41.31,-0.14,34.75,23.1,73.6,-50.5,-1.4,52.0,5.0,17.7,22.1,2.3,0.9
CA-11,district,CA,72.6,5.41,77.39,-0.62,70.62,7.5,89.2,-81.7,-1.5,44.1,6.5,13.0,33.8,1.9,0.7
CA-12,district,CA,79.37,5.41,85.3,0.52,77.64,4.5,92.2,-87.7,-1.7,34.2,17.5,20.6,23.9,3.0,0.9
CA-13,district,CA,4.96,5.41,14.54,4.17,0.51,33.9,62.8,-28.9,-6.2,23.3,4.6,57.9,8.5,4.9,0.8
CA-14,district,CA,39.07,5.41,44.72,0.24,36.2,20.9,75.9,-55.0,-3.3,26.4,5.8,21.2,42.5,2.4,1.8
CA-15,district,CA,52.23,5.41,58.15,0.52,49.64,15.2,81.6,-66.4,-3.5,29.6,3.6,24.2,38.8,2.1,1.7
CA-16,district,CA,51.53,5.41,56.74,-0.21,49.91,16.2,80.6,-64.4,-2.1,44.7,2.7,17.9,32.0,2.0,0.7
CA-17,district,CA,43.61,5.41,48.52,-0.5,40.75,18.8,77.9,-59.1,-3.5,23.0,2.8,15.6,56.2,1.7,0.8
CA-18,district,CA,33.3,5.41,42.86,4.15,29.37,21.7,75.1,-53.3,-6.5,21.0,2.8,58.3,12.6,4.6,0.7
CA-19,district,CA,37.22,5.41,42.83,0.21,35.64,22.4,74.4,-52.0,-1.9,50.8,3.2,21.6,20.6,3.0,0.8
CA-20,district,CA,-31.84,5.41,-24.96,1.47,-32.98,51.3,45.4,5.9,-2.6,50.4,4.1,33.2,7.5,4.4,0.5
CA-21,district,CA,9.94,5.41,19.52,4.17,6.17,31.8,65.0,-33.1,-6.2,21.9,5.6,57.5,10.5,4.2,0.4
CA-22,district,CA,2.96,5.41,13.66,5.29,-1.86,34.2,62.5,-28.3,-7.2,16.5,5.9,67.5,5.9,3.9,0.3
CA-23,district,CA,-18.3,5.41,-10.75,2.13,-19.9,45.4,51.4,-6.0,-3.0,42.3,9.5,37.7,5.5,4.3,0.7
CA-24,district,CA,26.79,5.41,33.65,1.45,25.76,26.4,70.3,-43.9,-2.6,52.8,2.5,33.2,7.2,3.7,0.5
CA-25,district,CA,8.76,5.41,18.02,3.85,5.97,32.7,64.0,-31.3,-5.3,32.3,4.6,54.6,4.4,3.8,0.4
CA-26,district,CA,17.54,5.41,24.86,1.9,15.73,30.0,66.8,-36.8,-3.3,45.5,3.2,37.1,10.5,3.3,0.5
CA-27,district,CA,12.56,5.41,20.54,2.57,10.06,31.9,64.9,-33.0,-3.8,33.3,11.0,41.1,10.9,3.3,0.5
CA-28,district,CA,28.27,5.41,34.29,0.61,26.17,25.3,71.5,-46.2,-3.6,27.5,4.9,25.1,39.9,2.3,0.4
CA-29,district,CA,39.51,5.41,49.1,4.18,34.71,19.3,77.5,-58.2,-6.1,24.2,5.1,57.5,9.3,3.5,0.3
CA-30,district,CA,43.42,5.41,49.13,0.31,41.41,20.0,76.8,-56.8,-1.4,56.3,4.8,21.7,14.8,2.1,0.3
CA-31,district,CA,16.15,5.41,25.0,3.44,12.61,29.3,67.5,-38.2,-6.0,20.1,4.3,51.2,20.5,3.4,0.4
CA-32,district,CA,28.34,5.41,34.16,0.41,25.76,26.3,70.4,-44.1,-1.5,55.1,5.0,22.5,14.9,2.1,0.4
CA-33,district,CA,14.39,5.41,23.9,4.1,10.12,30.2,66.5,-36.3,-5.6,20.0,11.7,54.9,9.1,3.7,0.6
CA-34,district,CA,57.12,5.41,66.8,4.28,53.04,11.4,85.4,-74.1,-7.0,11.8,5.4,58.8,19.4,4.2,0.3
CA-35,district,CA,12.24,5.41,21.43,3.78,8.0,31.0,65.8,-34.8,-5.9,20.2,7.3,53.3,15.0,3.6,0.6
CA-36,district,CA,41.99,5.41,47.02,-0.38,40.42,20.8,75.9,-55.1,-0.9,57.1,4.8,15.3,20.4,1.8,0.5
CA-37,district,CA,66.13,5.41,75.33,3.8,62.31,8.9,87.9,-79.0,-4.3,14.0,25.5,48.4,8.2,3.6,0.3
CA-38,district,CA,17.13,5.41,26.28,3.74,12.8,28.4,68.4,-40.0,-6.9,14.1,1.7,54.7,26.0,3.2,0.3
CA-39,district,CA,14.09,5.41,23.72,4.21,9.85,30.3,66.5,-36.2,-5.7,21.6,10.0,56.4,7.6,3.7,0.6
CA-40,district,CA,-11.7,5.41,-5.25,1.04,-12.6,43.0,53.8,-10.8,-2.3,49.6,5.3,28.4,13.1,2.8,0.8
CA-41,district,CA,17.83,5.41,27.2,3.96,14.61,28.5,68.2,-39.7,-6.0,23.1,4.7,55.6,12.2,3.7,0.6
CA-42,district,CA,15.25,5.41,21.68,1.02,13.57,31.5,65.2,-33.7,-2.2,47.5,6.7,27.9,14.1,2.9,0.9
CA-43,district,CA,54.96,5.41,64.59,4.22,50.59,13.3,83.5,-70.2,-4.9,7.6,26.3,51.9,10.1,3.4,0.7
CA-44,district,CA,41.6,5.41,52.14,5.13,36.32,17.9,78.9,-61.0,-7.1,8.9,10.6,64.7,10.8,3.9,1.1
CA-45,district,CA,6.76,5.41,13.37,1.2,4.07,33.9,62.8,-28.9,-4.6,21.5,3.1,30.9,41.4,2.3,0.8
CA-46,district,CA,20.26,5.41,29.73,4.05,16.7,27.2,69.6,-42.3,-6.6,19.3,2.6,57.4,16.0,4.1,0.6
CA-47,district,CA,11.79,5.41,16.87,-0.33,10.47,33.2,63.5,-30.3,-1.8,48.9,2.7,16.6,29.7,1.6,0.5
CA-48,district,CA,4.15,5.41,11.27,1.72,3.52,35.9,60.9,-25.0,-2.9,46.1,5.1,35.0,9.1,3.9,0.9
CA-49,district,CA,13.11,5.41,18.54,0.02,12.48,33.0,63.8,-30.8,-1.1,59.5,3.2,19.4,14.7,2.3,0.9
CA-50,district,CA,19.36,5.41,24.49,-0.28,18.83,30.4,66.4,-36.0,-1.0,56.9,4.0,16.6,19.5,2.2,0.8
CA-51,district,CA,19.95,5.41,26.0,0.64,18.79,29.9,66.8,-36.9,-1.5,52.8,8.1,23.9,11.3,2.9,1.0
CA-52,district,CA,22.64,5.41,32.07,4.01,18.06,26.4,70.3,-43.9,-6.1,16.8,8.3,55.0,15.7,3.3,1.0
CO-01,district,CO,58.82,5.41,64.9,0.68,57.61,13.6,83.1,-69.5,-1.0,57.7,9.5,24.0,5.1,3.3,0.4
CO-02,district,CO,40.74,5.41,45.35,-0.8,40.92,22.1,74.7,-52.6,0.6,78.8,1.6,12.3,4.8,2.3,0.3
CO-03,district,CO,-9.78,5.41,-4.15,0.22,-9.98,42.9,53.9,-11.0,-0.8,69.5,1.5,22.6,1.4,4.8,0.3
CO-04,district,CO,-19.22,5.41,-14.65,-0.84,-18.71,47.6,49.1,-1.5,0.6,78.3,2.5,11.8,4.5,2.7,0.3
CO-05,district,CO,-10.24,5.41,-5.17,-0.33,-9.34,43.6,53.2,-9.6,0.2,68.2,7.6,15.2,4.9,3.4,0.8
CO-06,district,CO,20.85,5.41,26.46,0.21,20.36,30.0,66.7,-36.7,-0.4,58.9,11.2,19.1,7.2,3.0,0.5
CO-07,district,CO,14.76,5.41,19.45,-0.72,15.41,33.1,63.7,-30.6,0.4,77.2,2.0,13.3,4.1,3.2,0.2
CO-08,district,CO,-0.6,5.41,6.33,1.52,-1.88,38.1,58.6,-20.5,-2.5,55.1,2.5,33.9,4.3,3.9,0.3
CT-01,district,CT,24.46,5.41,29.89,0.02,23.27,28.9,67.9,-38.9,0.4,60.2,16.7,15.3,6.2,1.5,0.1
CT-02,district,CT,8.44,5.41,12.67,-1.18,7.86,36.2,60.6,-24.4,1.3,80.5,5.1,7.7,4.4,2.1,0.2
CT-03,district,CT,15.51,5.41,20.76,-0.16,14.34,32.8,64.0,-31.1,0.6,64.1,14.8,14.2,5.3,1.5,0.1
CT-04,district,CT,25.33,5.41,31.15,0.42,23.73,28.2,68.6,-40.4,-0.3,59.4,13.4,19.8,6.1,1.2,0.1
CT-05,district,CT,6.68,5.41,12.17,0.08,5.68,36.3,60.5,-24.2,-0.0,67.4,8.8,18.0,4.2,1.5,0.1
DE-01,district,DE,15.61,5.41,20.46,-0.56,14.84,33.2,63.5,-30.3,1.5,61.9,22.6,8.6,4.8,2.0,0.1
FL-01,district,FL,-36.7,5.41,-32.38,-1.09,-37.53,55.5,41.3,14.3,1.6,72.0,13.5,6.7,4.2,3.2,0.4
FL-02,district,FL,-16.49,5.41,-11.87,-0.8,-18.33,47.1,49.7,-2.6,1.9,65.3,23.0,6.4,2.8,2.3,0.2
FL-03,district,FL,-19.45,5.41,-14.58,-0.54,-21.26,48.0,48.8,-0.8,1.2,67.6,15.8,10.6,3.9,1.9,0.2
FL-04,district,FL,-10.78,5.41,-5.76,-0.39,-11.96,44.6,52.1,-7.5,1.9,54.9,31.4,7.8,3.6,2.1,0.3
FL-05,district,FL,-20.63,5.41,-15.82,-0.61,-21.69,48.3,48.5,-0.1,0.8,67.3,12.8,10.8,7.0,1.8,0.3
FL-06,district,FL,-28.57,5.41,-23.93,-0.77,-30.31,51.9,44.8,7.1,1.3,74.7,11.2,9.8,2.1,2.1,0.2
FL-07,district,FL,-10.92,5.41,-5.31,0.19,-12.62,43.7,53.1,-9.4,-0.2,64.0,10.4,18.8,4.7,1.9,0.2
FL-08,district,FL,-15.06,5.41,-9.95,-0.3,-16.4,45.8,51.0,-5.2,0.5,68.2,10.8,14.2,4.5,2.1,0.2
FL-09,district,FL,-14.81,5.41,-7.35,2.06,-17.93,44.2,52.6,-8.4,-2.4,48.3,10.5,35.7,3.5,1.8,0.2
FL-10,district,FL,26.8,5.41,34.14,1.94,24.29,27.0,69.7,-42.7,-1.4,35.3,27.4,30.0,5.2,1.8,0.3
FL-11,district,FL,-14.37,5.41,-8.62,0.33,-15.84,45.1,51.7,-6.6,-0.3,62.1,10.8,19.9,5.3,1.7,0.2
FL-12,district,FL,-12.99,5.41,-6.75,0.83,-15.55,44.2,52.6,-8.4,-0.9,58.2,10.6,24.5,4.6,1.9,0.2
FL-13,district,FL,-12.0,5.41,-7.44,-0.85,-13.46,44.7,52.0,-7.3,1.0,76.9,6.4,10.3,4.4,1.9,0.2
FL-14,district,FL,-8.79,5.41,-2.37,1.02,-10.62,42.3,54.4,-12.1,-1.1,54.3,13.2,25.6,4.6,2.0,0.2
FL-15,district,FL,-17.66,5.41,-12.35,-0.1,-20.09,46.9,49.9,-3.0,0.5,63.4,14.9,14.8,4.7,1.9,0.2
FL-16,district,FL,-11.67,5.41,-6.65,-0.39,-13.81,44.5,52.3,-7.7,0.9,70.7,12.0,12.9,2.7,1.6,0.1
FL-17,district,FL,-20.19,5.41,-15.52,-0.74,-22.24,48.2,48.5,-0.3,1.1,78.3,7.0,11.0,2.1,1.5,0.1
FL-18,district,FL,-15.19,5.41,-8.81,0.96,-17.1,45.2,51.6,-6.3,-0.7,55.5,15.1,24.6,2.5,2.1,0.2
FL-19,district,FL,-28.43,5.41,-22.94,0.08,-30.42,51.2,45.6,5.6,-0.1,72.6,5.1,18.9,2.1,1.2,0.1
FL-20,district,FL,40.58,5.41,47.64,1.65,37.5,21.9,74.9,-53.0,-0.0,30.0,41.9,23.2,3.7,1.1,0.2
FL-21,district,FL,-14.46,5.41,-9.17,-0.12,-16.36,45.6,51.2,-5.7,0.6,67.4,13.1,15.0,2.8,1.5,0.2
FL-22,district,FL,-7.03,5.41,0.03,1.65,-10.6,41.2,55.6,-14.3,-1.8,49.0,13.6,31.0,4.9,1.3,0.2
FL-23,district,FL,17.41,5.41,24.14,1.32,13.94,31.4,65.4,-34.0,-0.7,46.9,22.8,25.5,2.9,1.6,0.2
FL-24,district,FL,44.37,5.41,53.35,3.57,39.08,19.2,77.6,-58.4,-2.1,11.2,46.0,39.5,2.1,1.1,0.1
FL-25,district,FL,-5.24,5.41,1.35,1.18,-9.22,40.7,56.1,-15.5,-1.4,59.9,7.5,28.2,3.3,1.0,0.1
FL-26,district,FL,-12.73,5.41,-1.18,6.13,-18.5,40.7,56.0,-15.3,-7.6,12.3,10.4,72.7,3.8,0.7,0.1
FL-27,district,FL,-9.78,5.41,1.7,6.07,-14.7,39.5,57.3,-17.8,-7.6,16.5,6.9,73.0,2.6,0.8,0.1
FL-28,district,FL,-19.43,5.41,-8.03,5.99,-25.63,43.7,53.1,-9.3,-7.3,15.0,10.1,71.6,2.2,1.1,0.1
GA-01,district,GA,-15.28,5.41,-10.46,-0.59,-15.92,46.6,50.1,-3.5,2.0,60.0,28.0,6.7,3.0,2.0,0.3
GA-02,district,GA,8.57,5.41,13.86,-0.12,7.66,36.8,59.9,-23.1,2.7,42.4,48.9,5.1,1.9,1.5,0.2
GA-03,district,GA,-30.08,5.41,-25.56,-0.9,-29.88,53.0,43.8,9.2,2.1,66.7,23.3,5.3,2.5,2.1,0.1
GA-04,district,GA,54.47,5.41,61.0,1.12,53.04,16.2,80.5,-64.3,0.5,21.3,49.6,16.7,10.4,1.9,0.1
GA-05,district,GA,73.04,5.41,78.73,0.28,72.33,9.1,87.7,-78.6,2.0,33.2,50.4,8.5,6.2,1.5,0.1
GA-06,district,GA,50.2,5.41,56.14,0.52,50.34,18.7,78.0,-59.3,1.9,32.4,51.1,10.5,4.3,1.6,0.1
GA-07,district,GA,-22.22,5.41,-17.74,-0.94,-22.27,48.9,47.9,0.9,0.6,66.8,8.9,9.1,13.2,1.8,0.1
GA-08,district,GA,-30.02,5.41,-25.2,-0.59,-30.76,53.0,43.8,9.2,2.2,60.2,29.9,6.1,2.0,1.6,0.1
GA-09,district,GA,-34.31,5.41,-29.24,-0.33,-34.33,53.9,42.9,11.1,0.4,64.1,12.6,13.6,7.3,2.3,0.1
GA-10,district,GA,-21.15,5.41,-16.5,-0.76,-20.93,49.1,47.7,1.4,2.0,65.1,23.6,6.4,2.8,1.9,0.1
GA-11,district,GA,-23.67,5.41,-18.93,-0.67,-23.52,49.7,47.1,2.6,1.0,69.5,12.8,10.4,4.8,2.4,0.1
GA-12,district,GA,-13.21,5.41,-8.33,-0.53,-14.2,46.0,50.8,-4.8,2.5,54.3,36.5,4.8,2.5,1.7,0.2
GA-13,district,GA,41.87,5.41,47.98,0.7,42.65,22.0,74.8,-52.8,1.3,27.4,50.6,12.4,7.6,1.8,0.2
GA-14,district,GA,-37.49,5.41,-32.82,-0.74,-37.03,55.7,41.1,14.6,1.3,72.8,12.5,10.0,1.9,2.7,0.1
HI-01,district,HI,26.98,5.41,31.23,-1.16,25.17,26.2,70.6,-44.4,-3.0,14.1,2.7,5.8,59.9,1.6,15.8
HI-02,district,HI,24.56,5.41,29.28,-0.69,22.06,27.7,69.1,-41.4,-2.0,26.9,2.0,8.1,36.7,2.5,23.7
IA-01,district,IA,-7.01,5.41,-3.1,-1.5,-8.59,43.0,53.7,-10.7,1.9,86.1,4.7,4.7,2.7,1.6,0.1
IA-02,district,IA,-8.56,5.41,-4.81,-1.67,-10.13,43.8,52.9,-9.1,2.2,88.6,4.8,3.0,1.8,1.5,0.3
IA-03,district,IA,-3.41,5.41,0.72,-1.28,-4.46,41.3,55.4,-14.1,1.5,82.3,5.2,6.6,4.2,1.6,0.2
IA-04,district,IA,-30.53,5.41,-26.37,-1.24,-31.9,52.8,44.0,8.8,1.4,85.4,2.4,7.6,2.5,1.7,0.5
ID-01,district,ID,-44.68,5.41,-40.4,-1.13,-46.2,58.6,38.1,20.5,1.0,83.1,0.9,9.9,2.1,3.6,0.4
ID-02,district,ID,-26.75,5.41,-22.18,-0.84,-27.56,50.8,45.9,4.9,0.7,80.3,1.4,12.2,2.6,3.0,0.4
IL-01,district,IL,35.49,5.41,41.16,0.25,32.27,25.2,71.5,-46.3,2.4,36.6,51.5,7.8,2.6,1.4,0.1
IL-02,district,IL,35.77,5.41,41.89,0.71,33.6,24.7,72.0,-47.3,1.6,35.8,47.8,13.2,1.3,1.8,0.1
IL-03,district,IL,34.84,5.41,42.81,2.55,31.81,22.4,74.3,-51.9,-3.8,41.3,5.8,42.3,7.1,3.3,0.2
IL-04,district,IL,33.61,5.41,43.48,4.46,28.79,21.8,75.0,-53.2,-6.2,25.0,5.5,60.3,4.5,4.6,0.1
IL-05,district,IL,38.64,5.41,43.15,-0.9,37.55,22.9,73.9,-51.0,0.4,73.0,3.3,10.6,11.7,1.2,0.1
IL-06,district,IL,7.05,5.41,11.77,-0.69,5.67,36.4,60.3,-23.9,0.6,74.4,5.9,11.8,6.5,1.3,0.1
IL-07,district,IL,68.64,5.41,74.65,0.6,66.13,10.4,86.4,-76.0,0.8,32.3,42.4,13.7,10.1,1.5,0.1
IL-08,district,IL,9.34,5.41,14.92,0.17,7.01,34.5,62.2,-27.7,-1.2,57.7,4.7,20.5,15.0,2.1,0.1
IL-09,district,IL,38.75,5.41,43.53,-0.63,37.04,22.7,74.1,-51.4,0.1,61.2,9.6,11.6,15.9,1.5,0.1
IL-10,district,IL,23.46,5.41,29.18,0.31,22.34,28.7,68.0,-39.3,-0.8,61.0,7.1,21.0,8.6,2.2,0.2
IL-11,district,IL,12.54,5.41,17.75,-0.2,11.6,33.7,63.1,-29.4,-0.2,66.3,6.6,16.4,8.9,1.8,0.1
IL-12,district,IL,-43.71,5.41,-40.04,-1.75,-44.13,58.8,37.9,20.9,2.3,88.5,5.6,2.4,1.4,2.0,0.1
IL-13,district,IL,11.02,5.41,15.33,-1.1,10.63,35.4,61.3,-25.9,2.0,67.8,20.3,4.3,5.4,2.1,0.1
IL-14,district,IL,6.84,5.41,12.54,0.29,5.26,36.0,60.7,-24.7,-0.4,62.1,10.1,19.9,5.6,2.2,0.1
IL-15,district,IL,-40.0,5.41,-36.38,-1.79,-40.5,57.2,39.5,17.7,2.3,91.3,3.4,2.4,1.0,1.8,0.1
IL-16,district,IL,-22.73,5.41,-18.82,-1.51,-23.07,49.6,47.1,2.5,1.7,87.6,2.7,5.3,2.5,1.8,0.1
IL-17,district,IL,5.83,5.41,10.52,-0.72,4.81,37.3,59.4,-22.1,1.4,71.8,14.1,9.4,2.6,2.0,0.1
IN-01,district,IN,2.84,5.41,8.2,-0.06,0.4,38.3,58.4,-20.1,0.8,62.9,18.8,14.2,1.8,2.1,0.1
IN-02,district,IN,-25.97,5.41,-21.52,-0.95,-26.92,50.8,45.9,4.9,1.3,79.4,7.2,9.2,1.9,2.2,0.1
IN-03,district,IN,-31.51,5.41,-27.48,-1.37,-31.73,53.4,43.4,10.0,1.8,83.2,6.6,5.5,2.8,1.9,0.1
IN-04,district,IN,-29.97,5.41,-25.96,-1.4,-29.88,52.6,44.1,8.5,1.5,83.3,4.0,5.9,4.3,1.9,0.6
IN-05,district,IN,-17.22,5.41,-13.37,-1.55,-17.13,47.4,49.4,-2.0,1.9,83.7,6.7,3.8,3.9,1.8,0.1
IN-06,district,IN,-33.14,5.41,-29.31,-1.58,-33.1,54.1,42.7,11.4,1.7,84.2,4.5,4.2,5.1,1.9,0.1
IN-07,district,IN,42.38,5.41,47.93,0.14,42.16,21.8,75.0,-53.2,1.4,50.0,33.1,12.1,2.7,2.0,0.1
IN-08,district,IN,-35.64,5.41,-31.98,-1.75,-36.49,55.4,41.4,14.0,2.3,89.5,4.7,2.5,1.3,1.8,0.2
IN-09,district,IN,-29.6,5.41,-25.91,-1.71,-30.39,52.7,44.0,8.7,2.0,88.7,3.4,3.3,2.3,2.1,0.1
KS-01,district,KS,-31.58,5.41,-26.86,-0.69,-31.85,52.9,43.9,8.9,0.6,77.4,3.7,13.0,2.5,3.2,0.2
KS-02,district,KS,-19.21,5.41,-14.61,-0.81,-20.06,47.8,48.9,-1.1,1.1,73.0,9.8,10.6,2.2,4.1,0.3
KS-03,district,KS,3.85,5.41,8.15,-1.11,4.17,38.0,58.7,-20.7,1.1,78.0,5.4,8.5,5.4,2.5,0.1
KS-04,district,KS,-23.53,5.41,-18.96,-0.83,-23.7,49.5,47.2,2.3,0.8,72.9,7.7,11.1,4.0,4.1,0.2
KY-01,district,KY,-46.75,5.41,-42.95,-1.6,-47.91,60.1,36.6,23.5,2.3,86.0,7.9,3.0,1.0,2.0,0.1
KY-02,district,KY,-40.88,5.41,-37.09,-1.62,-41.93,57.5,39.2,18.3,2.1,85.8,6.3,3.4,2.3,2.1,0.2
KY-03,district,KY,19.91,5.41,24.56,-0.76,19.27,31.6,65.2,-33.6,1.8,65.4,22.0,6.8,3.7,1.9,0.2
KY-04,district,KY,-35.58,5.41,-31.85,-1.68,-36.16,55.3,41.5,13.8,2.1,88.8,4.0,3.4,1.5,2.1,0.2
KY-05,district,KY,-63.42,5.41,-59.98,-1.96,-64.67,67.3,29.5,37.8,2.4,94.3,2.0,1.3,0.5,1.8,0.1
KY-06,district,KY,-14.62,5.41,-10.56,-1.35,-15.31,46.3,50.5,-4.2,1.9,80.9,9.1,5.0,2.8,2.0,0.2
LA-01,district,LA,-39.2,5.41,-34.48,-0.69,-39.08,56.4,40.4,16.0,1.2,70.3,13.3,10.3,3.0,3.0,0.1
LA-02,district,LA,50.05,5.41,55.92,0.47,48.71,19.0,77.7,-58.7,2.4,29.3,57.5,8.2,3.3,1.5,0.1
LA-03,district,LA,-35.51,5.41,-30.92,-0.82,-36.65,55.4,41.4,14.0,2.4,63.9,27.7,4.6,2.0,1.7,0.1
LA-04,district,LA,-33.25,5.41,-28.65,-0.82,-34.59,54.5,42.3,12.2,2.5,61.0,30.3,4.3,1.5,2.6,0.2
LA-05,district,LA,-32.9,5.41,-28.27,-0.78,-34.39,54.4,42.3,12.1,2.7,59.9,33.2,3.6,1.3,2.0,0.1
LA-06,district,LA,-32.23,5.41,-27.55,-0.74,-32.4,53.8,42.9,10.9,2.0,64.6,24.5,6.3,2.7,1.8,0.1
MA-01,district,MA,15.81,5.41,20.98,-0.24,13.91,32.6,64.2,-31.6,0.4,72.5,7.2,15.6,2.7,1.7,0.2
MA-02,district,MA,25.78,5.41,30.29,-0.91,24.29,28.6,68.2,-39.6,0.8,74.4,6.5,9.7,7.8,1.4,0.1
MA-03,district,MA,21.24,5.41,26.8,0.15,19.39,29.8,67.0,-37.1,-0.6,64.2,6.3,19.4,8.5,1.4,0.2
MA-04,district,MA,22.05,5.41,26.02,-1.44,20.13,30.5,66.3,-35.8,1.5,81.8,4.7,5.2,7.3,1.0,0.1
MA-05,district,MA,47.53,5.41,52.03,-0.91,46.35,19.1,77.6,-58.5,0.4,68.7,6.4,9.6,14.2,0.9,0.1
MA-06,district,MA,22.31,5.41,26.72,-1.0,21.09,30.2,66.6,-36.4,1.1,80.0,4.4,9.2,5.3,1.1,0.1
MA-07,district,MA,67.47,5.41,73.52,0.64,65.14,10.2,86.6,-76.4,-0.5,41.7,24.0,19.1,13.7,1.4,0.2
MA-08,district,MA,28.81,5.41,33.11,-1.11,26.99,27.5,69.2,-41.7,1.3,70.0,12.5,6.1,10.4,0.9,0.1
MA-09,district,MA,12.33,5.41,16.28,-1.46,10.94,34.8,61.9,-27.1,1.9,87.2,4.6,5.0,1.7,1.4,0.1
