race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,rcv_field,rcv_winner_name,rcv_exhausted,ind_name,ind_party,ind_party_label,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_coh,rep_coh,ind_coh,dem_outside,rep_outside,dem_spent,rep_spent,ind_spent,dem_small,rep_small,ind_small,dem_pac,rep_pac,ind_pac,dem_self,rep_self,ind_self,dem_debt,rep_debt,ind_debt,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
MA-04,house,MA,04,Jake Auchincloss,Thomas Stalcup,DEM,REP,DEM,DEM,33.79,100.0,0.0,Safe D,24.37,5.56,33.79,2.92,1.67,-0.72,20.13,13.66,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,3630329,26242,0,7341766,1319,0,189528,0,1271790,24923,0,34036,1353,0,727250,0,0,0,17275,0,0,0,0,66.9,33.1,0.0,190500,94268,0,0,284768
MA-05,house,MA,05,Katherine Clark,(no Republican filed),DEM,REP,DEM,DEM,56.49,100.0,0.0,Safe D,49.73,5.56,56.49,0.0,1.67,-0.46,46.35,10.15,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,,,,0,,0.0,4503671,0,0,2047792,0,0,0,0,3781770,0,0,86343,0,0,1838507,0,0,0,0,0,0,0,0,78.25,21.75,0.0,205332,57087,0,0,262420
MA-06,house,MA,06,Daniel Koh,Micah Quinney Jones,DEM,REP,,DEM,31.39,99.9,0.1,Safe D,24.57,5.56,31.39,1.76,0.0,-0.5,21.09,10.31,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4716543,448868,0,1994307,188918,0,1760631,35000,2723575,259949,0,214320,27516,0,105550,9800,0,93505,0,0,69000,0,0,65.7,34.3,0.0,199205,104012,0,0,303217
MA-07,house,MA,07,Ayanna Pressley,(no Republican filed),DEM,REP,DEM,DEM,77.28,100.0,0.0,Safe D,69.74,5.56,77.28,0.0,1.67,0.32,65.14,12.14,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,,,,0,,0.0,1204995,0,0,76201,0,0,0,0,1247015,0,0,330117,0,0,79755,0,0,0,0,0,0,0,0,88.64,11.36,0.0,173955,22290,0,0,196246
MA-08,house,MA,08,Stephen Lynch,Robert Gerald Burke,DEM,REP,DEM,DEM,46.6,100.0,0.0,Safe D,31.14,5.56,46.6,0.0,10.45,-0.55,26.99,19.61,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,910160,0,0,642256,-10940,0,77931,213732,1356628,5002,0,30667,0,0,339200,0,0,0,0,0,0,0,0,73.3,26.7,0.0,201709,73472,0,0,275181
MA-09,house,MA,09,Bill Keating,Robert MacAllister,DEM,REP,DEM,DEM,23.67,99.0,1.0,Safe D,14.61,5.56,23.67,0.56,3.67,-0.73,10.94,12.72,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,422462,175122,0,495522,35051,0,0,0,592807,140071,0,49162,25576,0,170100,1250,0,0,1005,0,0,1005,0,61.83,38.17,0.0,199152,122931,0,0,322083
MD-01,house,MD,01,Dan Schwartz,Andy Harris,DEM,REP,REP,REP,-15.31,6.4,93.6,Likely R,-15.69,5.56,-15.17,-0.86,-3.57,-0.61,-17.31,2.0,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,39.0,52.0,1,-15.33,0.16,695170,2319668,0,72575,1853603,0,26174,15256,622594,1221001,0,292096,527134,0,11600,443459,0,15568,0,0,34175,0,0,42.35,57.65,0.0,126589,172346,0,0,298934
MD-02,house,MD,02,Johnny Olszewski,Dave Wallace,DEM,REP,DEM,DEM,31.93,99.9,0.1,Safe D,20.54,5.56,31.93,2.06,4.22,-0.44,18.95,12.99,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1040390,20194,0,614275,3073,0,0,0,592706,17122,0,26185,3334,0,334224,0,0,0,1200,0,0,1000,0,65.97,34.03,0.0,182554,94181,0,0,276734
MD-03,house,MD,03,Sarah Elfreth,Berney Flowers,DEM,REP,DEM,DEM,35.7,100.0,0.0,Safe D,25.75,5.56,35.7,2.21,2.59,-0.41,24.49,11.21,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1141516,12708,0,335826,2016,0,0,0,836430,14404,0,64297,3422,0,441881,4750,0,649,0,0,0,0,0,67.85,32.15,0.0,198046,93850,0,0,291896
MD-04,house,MD,04,Glenn Ivey,George McDermott,DEM,REP,DEM,DEM,86.64,100.0,0.0,Safe D,79.23,5.56,87.39,0.0,1.67,0.93,75.67,10.98,False,False,GRN,0,,0.0,Sam Husseini,GRN,Green,2.99,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,674406,0,0,459226,0,0,0,0,520568,0,0,31930,0,0,338250,0,0,0,0,0,0,0,0,90.53,6.48,0.0,179594,12853,0,5932,198379
MD-05,house,MD,05,Adrian Boafo,Chris Chaffee,DEM,REP,,DEM,40.63,100.0,0.0,Safe D,35.64,5.56,40.63,0.0,-0.45,-0.13,34.05,6.58,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1676916,0,0,91867,0,0,12093528,0,1585049,0,0,21486,0,0,116745,0,0,0,0,0,7400,0,0,70.31,29.69,0.0,212364,89663,0,0,302027
MD-06,house,MD,06,April McClain Delaney,Robin Ficker,DEM,REP,DEM,DEM,19.07,97.1,2.9,Safe D,8.02,5.56,19.96,2.47,4.17,-0.26,5.93,13.14,False,False,GRN,0,,0.0,Moshe Y. Landman,GRN,Green,3.56,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,12308220,403934,0,307611,401,0,516368,42387,12013488,403533,0,34837,1072,0,377303,0,0,11000000,402862,0,14873000,402862,0,57.41,39.03,0.0,156888,106641,0,9728,273257
MD-07,house,MD,07,Kweisi Mfume,Scott Collier,DEM,REP,DEM,DEM,72.7,100.0,0.0,Safe D,63.12,5.56,72.7,0.0,3.9,0.12,60.49,12.2,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,415174,0,0,702810,0,0,0,0,406290,0,0,8064,0,0,233750,0,0,0,0,0,0,0,0,86.35,13.65,0.0,183729,29050,0,0,212779
MD-08,house,MD,08,Jamie Raskin,Cheryl Riley,DEM,REP,DEM,DEM,69.24,100.0,0.0,Safe D,60.96,5.56,70.18,3.54,-0.02,0.14,58.06,11.18,False,False,GRN,0,,0.0,Nancy Wallace,GRN,Green,3.78,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,7425389,16590,0,7893447,1806,0,0,0,4497145,15372,0,3050018,4483,0,395799,0,0,0,0,0,0,0,0,81.42,14.8,0.0,222139,40375,0,10313,272827
ME-01,house,ME,01,Chellie Pingree,Ronald Russell,DEM,REP,DEM,DEM,31.22,99.9,0.1,Safe D,21.83,5.56,31.22,1.0,3.77,-0.95,22.33,8.89,True,False,,2,Chellie Pingree,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,429634,75680,0,423112,20023,0,0,0,422200,69878,0,69003,7445,0,237050,6819,0,0,1000,0,20000,4537,0,65.61,34.39,0.0,200489,105083,0,0,305572
ME-02,house,ME,02,Matthew Dunlap,Paul LePage,DEM,REP,,DEM,-4.77,31.2,68.8,Lean R,-9.31,5.56,-5.22,-0.47,0.0,-1.0,-9.72,4.95,True,False,,2,Paul LePage,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,48.83,48.87,4,-2.72,0.247,1205432,2563901,0,228649,1685710,0,482441,86347,976783,878191,0,646576,167616,0,13500,408301,0,10000,0,0,0,0,0,47.61,52.39,0.0,131597,144793,0,0,276390
MI-01,house,MI,01,Callie Barr,Jack Bergman,DEM,REP,REP,REP,-12.2,11.0,89.0,Likely R,-17.02,5.56,-12.1,-0.61,1.0,-1.03,-21.52,9.32,False,False,GRN,0,,0.0,Arnett Satterla,LIB,Libertarian,2.07,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,824341,1917574,0,530725,660163,0,0,18250,301257,1368361,0,100309,151276,0,64250,756925,0,0,0,0,0,0,0,42.08,53.78,2.07,143105,182879,7040,7039,340063
MI-02,house,MI,02,Benjamin Ambrose,John Moolenaar,DEM,REP,REP,REP,-27.71,0.3,99.7,Safe R,-25.68,5.56,-27.04,-1.9,-4.17,-0.85,-30.54,2.83,False,False,IND,0,,0.0,Charlotte Magoon,GRN,Green,2.23,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,85094,1652235,0,21868,1905561,0,0,0,62840,1028618,0,19434,35444,0,250,549373,0,0,0,0,0,27361,0,34.53,61.01,2.23,106761,188592,6894,6894,309141
MI-03,house,MI,03,Hillary Scholten,Terri DeBoer,DEM,REP,DEM,DEM,21.61,98.4,1.6,Safe D,11.98,5.56,22.22,0.83,4.28,-0.43,7.95,13.65,False,False,GRN,0,,0.0,Joe Jock,GRN,Green,2.44,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2329122,551697,0,1356573,361355,0,0,562026,1322264,190342,0,169694,7983,0,696370,12000,0,0,0,0,0,19951,0,59.32,38.24,0.0,177562,114466,0,7304,299333
MI-04,house,MI,04,Sean McCann,Bill Huizenga,DEM,REP,REP,REP,-1.69,42.8,57.2,Toss-up,-1.18,5.56,-1.27,-0.19,-4.89,-0.57,-5.61,3.92,False,False,GRN,0,,0.0,Shafina Che Barnett,GRN,Green,2.27,0.0,,,0.0,confirmed,confirmed,47.46,45.22,3,0.58,0.15,2620011,4093991,0,1686240,2268747,0,2140918,606598,933771,1934284,0,454574,214513,0,316050,1580550,0,0,0,0,0,0,0,48.04,49.69,0.0,145920,150928,0,6895,303743
MI-05,house,MI,05,Christian Vukasovich,Tim Walberg,DEM,REP,REP,REP,-24.93,0.7,99.3,Safe R,-22.39,5.56,-24.82,-2.12,-5.07,-0.8,-27.41,2.48,False,False,LIB,0,,0.0,Jim Bronke,GRN,Green,2.11,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,55756,1742399,0,13290,993833,0,0,0,42467,1658017,0,14490,66697,0,3000,786598,0,0,0,0,0,0,0,35.95,59.83,2.11,106294,176889,6239,6238,295660
MI-06,house,MI,06,Debbie Dingell,Heather Smiley,DEM,REP,DEM,DEM,39.21,100.0,0.0,Safe D,28.79,5.56,39.34,0.0,5.67,-0.69,23.92,15.29,False,False,LIB,0,,0.0,Clyde Shabazz,GRN,Green,2.6,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1193712,0,0,414935,0,0,0,0,1122149,0,0,69239,0,0,691593,0,0,0,0,0,0,0,0,65.98,28.82,2.6,214443,93648,8450,8450,324990
MI-07,house,MI,07,William Lawrence,Tom Barrett,DEM,REP,REP,REP,1.83,57.7,42.3,Toss-up,3.36,5.56,3.25,-1.13,-3.8,-0.73,-1.33,3.16,False,False,GRN,0,,0.0,Shane Dedrick,GRN,Green,2.27,0.0,,,0.0,confirmed,confirmed,48.08,46.08,2,-0.13,0.201,1119198,6306828,0,383116,2871872,0,1373368,3064347,736082,3457356,0,290681,1642639,0,39844,1470275,0,13072,0,0,10000,2809,0,49.76,47.97,0.0,161310,155507,0,7359,324176
MI-08,house,MI,08,Kristen McDonald Rivet,Thomas J. Smith,DEM,REP,DEM,DEM,20.33,97.8,2.2,Safe D,3.42,5.56,20.43,2.21,9.86,-0.62,-2.01,22.34,False,False,GRN,0,,0.0,C. Mia Pettus,LIB,Libertarian,1.99,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,5644876,243238,0,4254099,219799,0,27821,24794,1407808,23439,0,392735,1385,0,1533240,0,0,0,7605,0,0,7600,0,57.77,38.25,1.99,175419,116146,6042,6043,303650
MI-09,house,MI,09,Ray Pooley,Lisa McClain,DEM,REP,REP,REP,-31.93,0.1,99.9,Safe R,-27.92,5.56,-31.83,-3.38,-5.22,-0.87,-32.75,0.83,False,False,LIB,0,,0.0,Destiny Clayton,GRN,Green,1.92,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,8084,5242309,0,4942,1536890,0,0,0,3142,4312277,0,4295,964382,0,0,1454798,0,0,0,0,0,0,0,32.73,63.43,1.92,111486,216065,6540,6540,340631
MI-10,house,MI,10,Christina Hines,Michael Bouchard Jr.,DEM,REP,,REP,2.31,59.6,40.4,Toss-up,-1.13,5.56,3.56,-0.12,0.0,-0.75,-6.68,9.0,False,False,LIB,0,,0.0,Kwabena Nkromo,GRN,Green,2.23,0.0,,,0.0,confirmed,confirmed,44.99,44.98,2,-2.33,0.174,1211489,1623745,0,158196,1144520,0,701061,247171,1053292,479225,0,269873,108726,0,75763,124500,0,0,0,0,0,124275,0,48.87,46.67,2.23,149241,142500,6809,6810,305360
MI-11,house,MI,11,Jeremy Moss,Ethan Baker,DEM,REP,,DEM,27.6,99.7,0.3,Safe D,21.42,5.56,27.93,1.6,0.0,-0.64,16.42,11.18,False,False,IND,0,,0.0,Anil Kumar,IND,Independent,4.31,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1485178,141876,712923,352517,121125,407720,399495,20000,1132661,21751,306864,93323,6975,4998,141950,1000,5000,7000,0,620125,0,0,595000,59.58,33.8,2.31,192006,108941,7445,13890,322281
MI-12,house,MI,12,Rashida Tlaib,James D. Hooper,DEM,REP,DEM,DEM,58.84,100.0,0.0,Safe D,46.46,5.56,59.96,2.96,5.22,-0.24,39.62,19.21,False,False,IND,0,,0.0,Brenda K. Sanders,GRN,Green,3.76,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2756214,775,0,3434433,8381,0,0,10000,3585336,1411,0,793973,525,0,37150,0,0,0,0,0,0,533,0,73.45,19.03,3.76,191540,49641,9806,9806,260793
MI-13,house,MI,13,Donavan McKinney,T.P. Nykoriak,DEM,REP,,DEM,53.97,100.0,0.0,Safe D,48.96,5.56,54.6,0.0,0.0,0.08,42.28,11.68,False,False,IND,0,,0.0,Raelyn Light,GRN,Green,2.11,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1372309,0,0,142854,0,0,1983888,268690,1229455,0,0,577662,0,0,91383,0,0,0,0,0,0,0,0,73.73,22.05,2.11,172862,51685,4946,4947,234440
MN-01,house,MN,01,Jake Johnson,Brad Finstad,DEM,REP,REP,REP,-6.14,26.7,73.3,Lean R,-9.25,5.56,-6.08,-0.02,-1.67,-0.71,-12.23,6.09,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,41.49,47.93,2,-4.47,0.15,2000547,2030569,0,1011593,1283923,0,7063,50000,988953,808055,0,729421,147427,0,108500,966407,0,5372,0,0,0,0,0,46.93,53.07,0.0,127973,144717,0,0,272690
MN-02,house,MN,02,Matt Little,Eric Pratt,DEM,REP,,DEM,12.94,90.3,9.7,Likely D,8.38,5.56,13.82,0.52,0.0,-0.64,5.95,6.99,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,45.0,40.0,1,8.9,0.15,923277,511213,0,127543,254373,0,475327,17393,796236,256841,0,145833,31473,0,42370,48000,0,162000,112100,0,131000,105000,0,56.47,43.53,0.0,168657,130002,0,0,298658
MN-03,house,MN,03,Kelly Morrison,Tyler Bass,DEM,REP,DEM,DEM,30.17,99.9,0.1,Safe D,23.66,5.56,30.17,0.0,1.67,-0.71,21.72,8.46,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1361933,0,0,413942,0,0,0,0,973380,0,0,95446,0,0,208783,0,0,7000,0,0,0,0,0,65.09,34.91,0.0,193595,103844,0,0,297440
MN-04,house,MN,04,Betty McCollum,Paul Wikstrom,DEM,REP,DEM,DEM,47.93,100.0,0.0,Safe D,39.35,5.56,47.93,2.11,1.5,-0.6,36.47,11.46,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1251583,28031,0,498697,2205,0,0,0,1307805,14744,0,42626,5364,0,458800,5000,0,0,0,0,0,0,0,73.96,26.04,0.0,196017,69005,0,0,265021
MN-05,house,MN,05,Ilhan Omar,John Nagel,DEM,REP,DEM,DEM,66.18,100.0,0.0,Safe D,66.18,5.56,66.36,1.5,-6.48,-0.4,63.54,2.63,False,False,IND,0,,0.0,DeVelle L. Jackson,IND,Independent,3.73,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,5829715,747046,0,1347365,46922,0,0,0,4806570,700125,0,3688613,572704,0,73828,263,0,0,0,0,0,33270,0,79.99,16.28,0.0,206835,42101,0,9645,258581
MN-06,house,MN,06,Doug Chapin,Tom Emmer,DEM,REP,REP,REP,-16.64,4.9,95.1,Safe R,-17.43,5.56,-16.64,-2.25,-1.67,-0.85,-20.07,3.43,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,438700,9786064,0,70293,4496007,0,0,0,368407,6978508,0,163570,691336,0,8234,2244251,0,73351,0,0,50000,0,0,41.68,58.32,0.0,126036,176356,0,0,302392
MN-07,house,MN,07,Erik Osberg,Michelle Fischbach,DEM,REP,REP,REP,-31.66,0.1,99.9,Safe R,-33.78,5.56,-31.66,-0.93,-1.67,-0.84,-37.1,5.44,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,334945,1286028,0,114432,919823,0,0,0,220512,777286,0,120827,152054,0,1000,729549,0,24237,0,0,0,0,0,34.17,65.83,0.0,95916,184790,0,0,280706
MN-08,house,MN,08,Trina Swanson,Pete Stauber,DEM,REP,REP,REP,-9.7,16.5,83.5,Likely R,-11.24,5.56,-9.7,-1.29,-1.67,-1.06,-14.53,4.83,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,316706,1996898,0,90423,1200836,0,0,0,226283,1324555,0,119200,136304,0,10200,931660,0,0,0,0,0,0,0,45.15,54.85,0.0,136472,165784,0,0,302256
MO-01,house,MO,01,Wesley Bell,Paul Berry,DEM,REP,DEM,DEM,68.4,100.0,0.0,Safe D,58.43,5.56,67.97,0.0,4.17,-0.19,58.19,10.21,False,False,LIB,0,,0.0,Tom Schmitz,LIB,Libertarian,2.13,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3561712,0,0,1094094,0,0,986770,84743,2901538,0,0,59864,0,0,590796,0,0,0,0,0,0,0,0,82.41,15.46,0.0,181453,34051,0,4690,220195
MO-02,house,MO,02,Fred Wellman,Ann Wagner,DEM,REP,REP,REP,-7.34,23.0,77.0,Likely R,-8.57,5.56,-8.09,-0.82,-3.37,-0.89,-8.09,0.75,False,False,LIB,0,,0.0,Brandon Coulter Daugherty,LIB,Libertarian,2.18,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1155880,3528095,0,242217,4227396,0,0,0,913662,2411928,0,513808,651487,0,53250,1143239,0,410,0,0,0,0,0,45.32,52.5,0.0,137876,159708,0,6632,304216
MO-03,house,MO,03,Bethany Mann,Bob Onder,DEM,REP,REP,REP,-25.94,0.5,99.5,Safe R,-27.26,5.56,-26.37,-1.78,-2.01,-0.87,-27.12,1.18,False,False,LIB,0,,0.0,Jim Higgins,LIB,Libertarian,2.12,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,43339,950350,0,2776,471459,0,0,0,44990,636335,0,24959,77804,0,125,373480,0,0,0,0,542,894000,0,36.24,61.64,0.0,102689,174629,0,6006,283324
MO-04,house,MO,04,Jordan Herrera,Mark Alford,DEM,REP,REP,REP,-42.36,0.0,100.0,Safe R,-42.18,5.56,-42.77,-2.06,-3.26,-0.82,-42.66,0.3,False,False,LIB,0,,0.0,Thomas Holbrook,LIB,Libertarian,2.03,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,41657,1387968,0,19366,747401,0,0,0,22674,864475,0,15561,16601,0,0,567061,0,8558,0,0,0,0,0,28.23,69.74,0.0,74309,183545,0,5343,263197
MO-05,house,MO,05,Emanuel Cleaver,Rick Brattin,DEM,REP,DEM,DEM,33.46,100.0,0.0,Safe D,24.36,5.56,33.46,0.69,3.1,-0.26,23.83,9.63,False,False,,0,,0.0,Randall (Randy) Langkraehr,LIB,Libertarian,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1336738,331764,0,1142882,222510,0,1213054,982544,1083483,109254,0,148137,4286,0,849891,39087,0,0,0,0,0,0,0,66.73,33.27,0.0,156919,78242,0,0,235161
MO-06,house,MO,06,Josh Smead,Chris Stigall,DEM,REP,,REP,-34.92,0.0,100.0,Safe R,-38.96,5.56,-35.3,-1.04,0.0,-0.86,-39.33,4.41,False,False,LIB,0,,0.0,Andy Maidment,LIB,Libertarian,1.93,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,71949,599336,0,16727,166050,0,182000,248691,55222,433286,0,31868,18699,0,0,76000,0,8353,0,0,0,63950,0,31.91,66.16,0.0,85687,177628,0,5182,268498
MO-07,house,MO,07,Missi Hesketh,Eric Burlison,DEM,REP,REP,REP,-42.71,0.0,100.0,Safe R,-43.17,5.56,-43.1,-2.04,-2.63,-0.83,-43.18,0.46,False,False,LIB,0,,0.0,Kevin Craig,LIB,Libertarian,1.94,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,50540,1464359,0,33543,957571,0,0,12107,22134,1108175,0,26365,619520,0,8500,246255,0,0,0,0,0,0,0,28.09,69.97,0.0,74029,184425,0,5113,263567
MO-08,house,MO,08,Christopher Reichard,Jason Smith,DEM,REP,REP,REP,-54.03,0.0,100.0,Safe R,-53.72,5.56,-54.33,-3.42,-1.83,-0.93,-54.42,0.39,False,False,LIB,0,,0.0,Rebecca Sharpe Lombard,LIB,Libertarian,1.51,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,5674,5264183,0,1942,5012103,0,0,0,3732,3269224,0,4269,273782,0,0,2734275,0,109,0,0,5196,0,0,22.64,75.85,0.0,58536,196131,0,3904,258572
MS-01,house,MS,01,Cliff Johnson,Trent Kelly,DEM,REP,REP,REP,-31.69,0.1,99.9,Safe R,-33.64,5.56,-31.99,-0.42,-2.99,-0.5,-37.53,5.84,False,False,LIB,0,,0.0,Johnny Baucom,LIB,Libertarian,1.5,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,551243,1004205,0,149645,863664,0,0,0,401599,749399,0,137251,16080,0,2500,500635,0,21869,0,0,0,0,0,33.64,64.86,0.0,76312,147121,0,3403,226836
MS-02,house,MS,02,Bennie Thompson,Ron Eller,DEM,REP,DEM,DEM,35.88,100.0,0.0,Safe D,24.75,5.56,35.95,1.61,4.05,-0.02,20.59,15.28,False,False,IND,0,,0.0,Bennie Foster,IND,Independent,1.5,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,770971,45390,0,1449522,35874,9190,0,0,947613,46245,0,6419,6118,0,566744,150,0,0,2921,0,0,2500,0,66.92,31.58,0.0,134278,63371,0,3010,200658
MS-03,house,MS,03,Michael Chiaradio,Michael Guest,DEM,REP,REP,REP,-23.19,1.1,98.9,Safe R,-25.83,5.56,-23.49,-1.09,-1.67,-0.47,-29.5,6.31,False,False,LIB,0,,0.0,Erik Kiehle,LIB,Libertarian,1.5,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,155400,822761,0,23208,962515,0,0,0,132191,371591,0,69258,5410,0,2800,370000,0,17776,0,0,17149,0,0,37.83,60.67,0.0,85644,137355,0,3396,226395
MS-04,house,MS,04,Jeffrey Hulum III,Mike Ezell,DEM,REP,REP,REP,-41.17,0.0,100.0,Safe R,-39.46,5.56,-41.09,-1.93,-4.75,-0.51,-43.01,1.84,False,False,IND,0,,0.0,Carl Boyanton,IND,Independent,1.5,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,29045,990106,0,6534,123359,0,0,0,22864,1018212,0,5890,12096,0,500,477000,0,3500,0,0,3500,0,0,28.98,69.52,0.0,59608,143022,0,3086,205715
MT-01,house,MT,01,Sam Forstag,Aaron Flint,DEM,REP,,REP,-5.36,29.3,70.7,Lean R,-10.96,5.56,-6.54,-0.15,0.0,-0.98,-11.92,6.56,False,False,LIB,0,,0.0,Nick Sheedy,LIB,Libertarian,3.68,0.0,,,0.0,confirmed,confirmed,42.93,42.62,4,-0.91,0.302,1382873,1303394,0,550079,502201,0,301969,1582554,832794,801193,0,495944,290173,0,140650,330600,0,1267,0,0,0,246238,0,45.58,50.74,0.0,102752,114400,0,8296,225448
MT-02,house,MT,02,Brian Miller,Troy Downing,DEM,REP,REP,REP,-31.82,0.1,99.9,Safe R,-29.92,5.56,-32.26,-2.59,-4.27,-1.04,-30.51,-1.31,False,False,LIB,0,,0.0,Michael D Eisenhauer,IND,Independent,5.64,0.0,,,0.0,confirmed,confirmed,26.0,48.0,1,-21.6,0.325,19174,2127927,296253,3166,650464,140122,0,0,14573,1588993,164060,4916,496243,2734,1000,681678,2500,4832,0,250000,0,2026506,257126,30.93,59.79,3.64,60812,117567,7157,11090,196626
NC-01,house,NC,01,Don Davis,Laurie Buckhout,DEM,REP,DEM,DEM,3.65,64.6,35.4,Lean D,-7.71,5.56,3.95,0.09,6.36,-0.35,-11.71,15.37,False,False,LIB,0,,0.0,Tom Bailey,LIB,Libertarian,0.5,0.0,,,0.0,confirmed,confirmed,49.36,42.77,4,3.8,0.238,4287386,3793077,0,3570366,1829661,0,1114843,920003,987862,1989720,0,367550,83111,0,1530112,351704,0,0,2402740,0,0,3501000,0,51.57,47.93,0.0,150471,139861,0,1459,291792
NC-02,house,NC,02,Deborah Ross,Eugene Douglass,DEM,REP,DEM,DEM,46.33,100.0,0.0,Safe D,37.06,5.56,45.82,0.0,3.34,-0.14,34.41,11.92,False,False,LIB,0,,0.0,Matthew Laszacs,LIB,Libertarian,2.53,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1675978,0,0,1337687,0,0,0,0,1075801,0,0,65366,0,0,689413,0,0,0,0,0,9555,0,0,71.31,26.16,0.0,206206,75631,0,7316,289152
NC-03,house,NC,03,Raymond Smith Jr.,Greg Murphy,DEM,REP,REP,REP,-6.77,24.7,75.3,Likely R,-9.75,5.56,-7.29,-1.35,-1.67,-0.08,-13.76,7.0,False,False,LIB,0,,0.0,Daniel Cavender,LIB,Libertarian,1.5,0.0,,,0.0,confirmed,confirmed,41.0,44.0,1,-5.23,0.175,223119,2357956,0,73711,2697820,0,371202,0,137467,1243599,0,70520,28721,0,27250,1037799,0,100,0,0,0,0,0,45.92,52.58,0.0,111238,127384,0,3634,242256
NC-04,house,NC,04,Valerie Foushee,Max Ganorkar,DEM,REP,DEM,DEM,59.81,100.0,0.0,Safe D,48.76,5.56,59.33,1.88,3.37,-0.24,46.04,13.77,False,False,LIB,0,,0.0,Guy Meilleur,LIB,Libertarian,2.38,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,912011,11917,0,47788,16967,0,2382171,241900,949918,10302,0,86347,1095,0,495618,1000,0,0,4569,0,4000,0,0,78.0,19.62,0.0,238553,59995,0,7279,305827
NC-05,house,NC,05,Chuck Hubbard,Virginia Foxx,DEM,REP,REP,REP,-9.87,16.0,84.0,Likely R,-14.61,5.56,-10.2,-0.82,0.13,-0.46,-17.92,8.05,False,False,LIB,0,,0.0,Robert B. Luffman,LIB,Libertarian,1.66,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,394695,1662604,0,99815,3369069,0,377958,0,302276,1204804,0,181733,25085,0,3350,419516,0,0,0,0,20000,0,0,44.32,54.02,0.0,126652,154391,0,4744,285788
